TIMESTAMP_START,TIMESTAMP_END,NEE,NEE_VUT_REF_QC,SW_IN_F,VPD_F_MDS,TA_F_MDS,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,SW_IN_POT,TS_F_MDS_1,RH
201101010000,201101010030,-0.012,0,0.0,1.59,-4.15,0.0,0.012,0.113609,0.0,0.0,0.177,64.733
201101010030,201101010100,-9999.0,1,0.0,1.57,-4.33,0.0,0.088401,0.113025,0.0,0.0,0.005,64.798
201101010100,201101010130,-9999.0,1,0.0,1.5,-4.6,0.0,0.088401,0.112145,0.0,0.0,-0.158,65.505
201101010130,201101010200,-0.171806,0,0.0,1.62,-4.31,0.0,0.171806,0.11309,0.0,0.0,-0.307,63.68
201101010200,201101010230,-0.063,0,0.0,1.71,-4.2,0.0,0.063,0.113447,0.0,0.0,-0.44,61.94
201101010230,201101010300,-0.057,0,0.0,1.71,-4.34,0.0,0.057,0.112993,0.0,0.0,-0.567,61.574
201101010300,201101010330,-0.097,0,0.0,1.67,-4.58,0.0,0.097,0.11221,0.0,0.0,-0.694,61.865
201101010330,201101010400,-0.152,0,0.0,1.69,-4.63,0.0,0.152,0.112047,0.0,0.0,-0.817,61.053
201101010400,201101010430,-0.066,0,0.0,1.72,-4.7,0.0,0.066,0.111818,0.0,0.0,-0.93,60.326
201101010430,201101010500,-9999.0,1,0.0,1.78,-4.66,0.0,0.088401,0.111949,0.0,0.0,-1.06,58.887
201101010500,201101010530,-9999.0,1,0.0,1.69,-4.8,0.0,0.088401,0.11149,0.0,0.0,-1.13,60.572
201101010530,201101010600,-9999.0,1,0.0,1.52,-5.28,0.0,0.088401,0.109908,0.0,0.0,-1.24,63.255
201101010600,201101010630,-9999.0,1,0.0,1.66,-5.13,0.0,0.088401,0.110404,0.0,0.0,-1.37,60.434
201101010630,201101010700,-9999.0,1,0.0,2.15,-3.99,0.0,0.088401,0.114127,0.0,0.0,-1.52,52.859
201101010700,201101010730,-9999.0,1,1.47,2.17,-3.94,0.0,0.088401,0.114289,0.005382,0.318119,-1.65,52.661
201101010730,201101010800,-9999.0,1,29.2,1.69,-4.93,0.0,0.147065,0.111063,0.098561,78.5075,-1.61,60.382
201101010800,201101010830,-9999.0,1,83.0,1.94,-3.54,0.0,0.119731,0.115574,0.243335,211.982,-1.3,58.82
201101010830,201101010900,-9999.0,1,142.0,2.63,-1.99,0.0,0.504424,0.120464,0.363863,336.784,-0.919,50.357
201101010900,201101010930,-9999.0,1,244.0,3.03,-1.23,0.0,0.184581,0.122808,0.51341,450.78,-0.634,45.88
201101010930,201101011000,-0.981,0,373.0,3.5,-0.047,0.0,0.981,0.126386,0.640071,552.017,-0.37,42.681
201101011000,201101011030,-0.976,0,398.0,3.71,0.568,0.0,0.976,0.128214,0.659398,638.764,-0.312,41.819
