TIMESTAMP_START,TIMESTAMP_END,NEE,NEE_VUT_REF_QC,SW_IN_F,VPD_F_MDS,TA_F_MDS,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,SW_IN_POT,TS_F_MDS_1,RH
201201010000,201201010030,-9999.0,3,0.0,4.4,8.579,0.083231,0.192686,0.041568,0.0,0.0,8.06,-9999.0
201201010030,201201010100,-9999.0,3,0.0,4.41,8.642,0.080003,0.183441,0.041288,0.0,0.0,8.113,-9999.0
201201010100,201201010130,-9999.0,3,0.0,4.466,8.69,0.076855,0.164909,0.041006,0.0,0.0,8.164,-9999.0
201201010130,201201010200,-9999.0,3,0.0,4.509,8.728,0.073785,0.150663,0.040721,0.0,0.0,8.213,-9999.0
201201010200,201201010230,-9999.0,3,0.0,4.544,8.764,0.070794,0.141794,0.040435,0.0,0.0,8.261,-9999.0
201201010230,201201010300,-9999.0,3,0.0,4.579,8.803,0.069332,0.131579,0.040291,0.0,0.0,8.309,-9999.0
201201010300,201201010330,-9999.0,3,0.0,4.576,8.844,0.067895,0.122595,0.040147,0.0,0.0,8.354,-9999.0
201201010330,201201010400,-9999.0,3,0.0,4.608,8.884,0.066478,0.117411,0.040003,0.0,0.0,8.398,-9999.0
201201010400,201201010430,-9999.0,3,0.0,4.6,8.926,0.06508,0.115973,0.039858,0.0,0.0,8.441,-9999.0
201201010430,201201010500,-9999.0,3,0.0,4.636,8.975,0.063694,0.114587,0.039711,0.0,0.0,8.481,-9999.0
201201010500,201201010530,-9999.0,3,0.0,4.662,9.01,0.062334,0.113227,0.039565,0.0,0.0,8.52,-9999.0
201201010530,201201010600,-9999.0,3,0.0,4.629,9.032,0.063042,0.113935,0.039642,0.0,0.0,8.556,-9999.0
201201010600,201201010630,-9999.0,3,0.0,4.634,9.044,0.063748,0.1163,0.039717,0.0,0.0,8.591,-9999.0
201201010630,201201010700,-9999.0,3,0.0,4.629,9.044,0.064459,0.116226,0.039793,0.0,0.0,8.625,-9999.0
201201010700,201201010730,-9999.0,3,0.0,3.115,6.368,0.065183,0.225683,0.039868,0.0,0.318119,6.851,-9999.0
201201010730,201201010800,-9999.0,3,30.505,3.725,6.986,0.065904,0.432154,0.039943,0.176936,78.5075,6.844,-9999.0
201201010800,201201010830,-9999.0,3,149.57,4.238,7.675,0.066638,0.679638,0.040019,0.764275,211.982,6.954,-9999.0
201201010830,201201010900,-9999.0,3,237.336,4.974,8.32,0.082649,0.98885,0.041518,1.11492,336.784,7.222,-9999.0
201201010900,201201010930,-9999.0,3,317.512,5.554,8.965,0.100873,1.34287,0.042955,1.38919,450.78,7.659,-9999.0
201201010930,201201011000,-9999.0,3,388.726,6.14,9.396,0.121344,1.41991,0.044332,1.60305,552.017,8.253,-9999.0
201201011000,201201011030,-9999.0,3,449.761,6.913,9.609,0.144109,1.56886,0.045653,1.68657,638.764,8.97,-9999.0
201201011030,201201011100,-9999.0,3,499.573,7.738,9.838,0.169172,1.66673,0.046921,1.62065,709.537,9.781,-9999.0
201201011100,201201011130,-9999.0,3,574.272,8.678,10.253,0.196512,1.69179,0.048137,1.535,763.124,10.612,-9999.0
201201011130,201201011200,-9999.0,3,601.01,9.699,10.622,0.205537,1.77163,0.048507,1.43181,798.609,11.439,-9999.0
201201011200,201201011230,-9999.0,3,613.696,10.713,10.945,0.214784,1.83788,0.048873,1.31147,815.385,12.195,-9999.0
201201011230,201201011300,-9999.0,3,612.113,11.611,11.236,0.224265,1.89924,0.049235,1.18413,813.164,12.871,-9999.0
201201011300,201201011330,-9999.0,3,596.287,12.485,11.505,0.233952,1.94808,0.049592,1.05656,791.986,13.456,-9999.0
201201011330,201201011400,-9999.0,3,566.49,13.218,11.727,0.243857,1.90773,0.049944,0.933118,752.211,13.913,-9999.0
201201011400,201201011430,-9999.0,3,457.651,13.739,12.069,0.253978,1.87565,0.050292,0.787236,694.52,14.212,-9999.0
201201011430,201201011500,-9999.0,3,408.685,13.055,12.39,0.244944,1.50608,0.049982,0.838221,619.901,14.367,-9999.0
201201011500,201201011530,-9999.0,3,349.428,12.294,12.628,0.236082,1.19666,0.049669,0.864055,529.631,14.342,-9999.0
201201011530,201201011600,-9999.0,3,280.894,11.366,12.673,0.227394,0.959811,0.049352,0.845468,425.253,14.116,-9999.0
201201011600,201201011630,-9999.0,3,204.254,10.278,12.485,0.218865,0.844885,0.04903,0.753902,308.555,13.726,-9999.0
201201011630,201201011700,-9999.0,3,120.818,9.295,12.082,0.210525,0.702013,0.048706,0.549154,181.532,13.208,-9999.0
201201011700,201201011730,-9999.0,3,0.0,8.617,11.506,0.20236,0.656659,0.048378,0.0,48.2957,12.62,-9999.0
201201011730,201201011800,-9999.0,3,0.0,4.379,8.842,0.186612,0.242962,0.047714,0.0,0.0,8.508,-9999.0
201201011800,201201011830,-9999.0,3,0.0,4.374,8.817,0.171569,0.227919,0.047034,0.0,0.0,8.53,-9999.0
201201011830,201201011900,-9999.0,3,0.0,4.366,8.788,0.157235,0.213584,0.046338,0.0,0.0,8.549,-9999.0
201201011900,201201011930,-9999.0,3,0.0,4.312,8.75,0.14361,0.199959,0.045626,0.0,0.0,8.564,-9999.0
201201011930,201201012000,-9999.0,3,0.0,4.306,8.72,0.130695,0.187045,0.044898,0.0,0.0,8.577,-9999.0
201201012000,201201012030,-9999.0,3,0.0,4.271,8.671,0.11849,0.17484,0.044152,0.0,0.0,8.588,-9999.0
201201012030,201201012100,-9999.0,3,0.0,4.267,8.646,0.11296,0.16931,0.043794,0.0,0.0,8.6,-9999.0
201201012100,201201012130,-9999.0,3,0.0,4.281,8.639,0.107588,0.165649,0.043431,0.0,0.0,8.613,-9999.0
201201012130,201201012200,-9999.0,3,0.0,4.285,8.623,0.102373,0.160434,0.043064,0.0,0.0,8.627,-9999.0
201201012200,201201012230,-9999.0,3,0.0,4.253,8.579,0.097315,0.155376,0.042693,0.0,0.0,8.637,-9999.0
201201012230,201201012300,-9999.0,3,0.0,4.215,8.525,0.092412,0.150473,0.042317,0.0,0.0,8.642,-9999.0
201201012300,201201012330,-9999.0,3,0.0,4.176,8.463,0.087665,0.145725,0.041938,0.0,0.0,8.641,-9999.0
201201012330,201201020000,-9999.0,3,0.0,4.139,8.398,0.084572,0.142633,0.041682,0.0,0.0,8.635,-9999.0
201201020000,201201020030,-9999.0,3,0.0,4.1,8.329,0.08154,0.139601,0.041422,0.0,0.0,8.624,-9999.0
201201020030,201201020100,-9999.0,3,0.0,4.047,8.249,0.078585,0.136645,0.041162,0.0,0.0,8.61,-9999.0
201201020100,201201020130,-9999.0,3,0.0,4.002,8.174,0.07569,0.137513,0.040899,0.0,0.0,8.592,-9999.0
201201020130,201201020200,-9999.0,3,0.0,3.968,8.1,0.07287,0.134213,0.040635,0.0,0.0,8.571,-9999.0
201201020200,201201020230,-9999.0,3,0.0,3.921,8.012,0.070111,0.135749,0.040368,0.0,0.0,8.548,-9999.0
201201020230,201201020300,-9999.0,3,0.0,3.868,7.92,0.068163,0.135703,0.040174,0.0,0.0,8.521,-9999.0
201201020300,201201020330,-9999.0,3,0.0,3.835,7.839,0.06625,0.13379,0.039979,0.0,0.0,8.492,-9999.0
201201020330,201201020400,-9999.0,3,0.0,3.806,7.76,0.064371,0.131912,0.039783,0.0,0.0,8.461,-9999.0
201201020400,201201020430,-9999.0,3,0.0,3.78,7.679,0.062527,0.130067,0.039586,0.0,0.0,8.427,-9999.0
201201020430,201201020500,-9999.0,3,0.0,3.769,7.615,0.060711,0.130416,0.039387,0.0,0.0,8.392,-9999.0
