TIMESTAMP_START,TIMESTAMP_END,NEE,NEE_VUT_REF_QC,SW_IN_F,VPD_F_MDS,TA_F_MDS,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,SW_IN_POT,PPFD_IN,TS_F_MDS_1
200301030500,200301030530,-9999.0,1,0.0,0.756,22.94,3.45491,-0.71452,4.44613,0.0,0.0,0.0,24.49
200301030530,200301030600,-9999.0,1,0.0,0.788,22.82,3.43843,-0.731001,4.42547,0.0,0.0,0.0,24.478
200301030600,200301030630,-9999.0,1,0.0,0.738,22.753,3.42924,-0.740193,4.40731,0.0,0.0,0.0,24.467
200301030630,200301030700,-9999.0,1,0.0,0.728,22.737,3.42704,-0.742386,4.39153,0.0,0.0,0.0,24.449
200301030700,200301030730,-9999.0,1,0.0,0.717,22.71,3.42334,-0.746088,4.37525,0.0,10.4236,0.0,24.428
200301030730,200301030800,-9999.0,1,7.215,0.725,22.683,3.41964,-0.669099,4.35898,0.558516,145.005,18.6116,24.412
200301030800,200301030830,-9999.0,1,16.413,1.209,23.047,3.46962,-0.619118,4.36065,1.23806,312.917,38.8125,24.408
200301030830,200301030900,-9999.0,1,37.423,1.52,23.107,3.47788,-0.417531,4.3483,2.67894,474.983,86.6332,24.404
200301030900,200301030930,-9999.0,1,71.403,2.198,23.457,3.52615,2.17117,4.34903,4.73161,628.43,160.64,24.406
200301030930,200301031000,-9999.0,1,130.733,1.275,23.28,3.50172,6.09335,4.32593,7.68663,770.633,289.656,24.418
200301031000,200301031030,-9999.0,1,113.34,1.516,23.597,3.54551,5.01692,4.325,6.86381,899.158,250.883,24.451
200301031030,200301031100,-9999.0,1,85.957,2.022,23.62,3.54869,2.96482,4.31086,5.47418,1011.81,202.967,24.468
200301031100,200301031130,-9999.0,1,126.033,1.956,23.73,3.56393,6.15556,4.30055,7.40683,1106.65,285.224,24.487
200301031130,200301031200,-9999.0,1,175.5,2.037,23.903,3.58792,5.9125,4.29297,9.42434,1182.07,396.191,24.503
200301031200,200301031230,-9999.0,1,296.0,2.861,24.323,3.64634,13.3526,4.29606,13.1875,1236.77,660.61,24.551
200301031230,200301031300,-17.9198,0,289.233,4.603,24.937,3.73218,21.652,4.3072,12.9772,1269.82,635.814,24.597
200301031300,200301031330,-18.6071,0,477.533,6.109,25.29,3.78176,22.3889,4.30682,16.931,1280.65,1077.64,24.627
200301031330,200301031400,-15.6867,0,643.033,8.822,26.36,3.93299,19.6197,4.3361,19.2578,1269.07,1413.98,24.688
200301031400,200301031430,-12.1484,0,282.2,7.746,26.22,3.91312,16.0615,4.31474,12.6944,1235.29,652.664,24.736
200301031430,200301031500,-9999.0,1,266.7,6.295,25.767,3.849,13.7888,4.28043,12.2336,1179.88,615.569,24.751
200301031500,200301031530,-9999.0,1,164.467,5.553,25.66,3.83389,7.21316,4.2605,8.8168,1103.8,384.571,24.766
200301031530,200301031600,-9999.0,1,85.4,4.851,25.13,3.75926,3.33141,4.22302,5.26565,1008.33,207.639,24.773
200301031600,200301031630,-9999.0,1,105.033,3.575,24.24,3.63478,2.3606,4.17033,6.21726,895.118,246.531,24.747
200301031630,200301031700,-9999.0,1,86.667,3.3,24.093,3.61432,3.03045,4.14887,5.29442,766.1,193.783,24.698
200301031700,200301031730,-9999.0,1,146.933,3.442,24.293,3.64216,6.22556,4.14202,8.01781,623.482,333.699,24.671
200301031730,200301031800,-6.65597,0,166.267,3.896,24.747,3.70556,10.3615,4.14561,8.75547,469.705,373.869,24.677
200301031800,200301031830,-4.42071,0,126.333,3.654,24.657,3.69297,8.11368,4.12655,7.10094,307.398,266.696,24.703
200301031830,200301031900,-0.107988,0,53.177,4.289,24.88,3.72419,3.83218,4.12038,3.423,139.341,112.317,24.722
200301031900,200301031930,3.43922,0,2.756,4.438,24.64,3.69059,0.251374,4.0952,0.197055,8.52484,8.99315,24.728
200301031930,200301032000,-9999.0,1,0.0,3.648,24.34,3.64871,-0.54641,4.06758,0.0,0.0,0.0,24.701
200301032000,200301032030,-9999.0,1,0.0,1.834,23.893,3.58653,-0.608589,4.03393,0.0,0.0,0.0,24.678
200301032030,200301032100,-9999.0,1,0.0,1.949,23.84,3.57918,-0.615943,4.01654,0.0,0.0,0.0,24.66
200301032100,200301032130,-9999.0,1,0.0,1.935,23.807,3.5746,-0.62052,3.99998,0.0,0.0,0.0,24.656
200301032130,200301032200,-9999.0,1,0.0,1.808,23.65,3.55285,-0.856864,3.97836,0.0,0.0,0.0,24.641
200301032200,200301032230,4.80294,0,0.0,2.176,23.74,3.56531,-1.23763,3.96685,0.0,0.0,0.0,24.628
200301032230,200301032300,-9999.0,1,0.0,2.023,23.63,3.55008,-0.859633,3.94719,0.0,0.0,0.0,24.618
200301032300,200301032330,-9999.0,1,0.0,1.857,23.47,3.52795,-0.824732,3.92553,0.0,0.0,0.0,24.606
200301032330,200301040000,-9999.0,1,0.0,1.636,23.317,3.50682,-0.759938,3.90418,0.0,0.0,0.0,24.592
200301040000,200301040030,-9999.0,1,0.0,1.649,23.35,3.51138,-0.755385,3.89039,0.0,0.0,0.0,24.579
200301040030,200301040100,-9999.0,1,0.0,1.655,23.307,3.50544,-0.761318,3.87353,0.0,0.0,0.0,24.559
200301040100,200301040130,-9999.0,1,0.0,1.305,23.18,3.48793,-0.638337,3.85331,0.0,0.0,0.0,24.546
200301040130,200301040200,-9999.0,1,0.0,1.046,23.033,3.4677,-0.643153,3.83231,0.0,0.0,0.0,24.521
200301040200,200301040230,-9999.0,1,0.0,0.895,22.887,3.44763,-0.663221,3.81138,0.0,0.0,0.0,24.503
200301040230,200301040300,-9999.0,1,0.0,1.128,22.84,3.44117,-0.669676,3.79445,0.0,0.0,0.0,24.477
200301040300,200301040330,-9999.0,1,0.0,1.543,22.943,3.45532,-0.619289,3.7835,0.0,0.0,0.0,24.442
200301040330,200301040400,-9999.0,1,0.0,1.036,22.72,3.42471,-0.686137,3.75958,0.0,0.0,0.0,24.392
200301040400,200301040430,-9999.0,1,0.0,0.995,22.667,3.41745,-0.693401,3.74246,0.0,0.0,0.0,24.341
200301040430,200301040500,-9999.0,1,0.0,1.257,22.683,3.41964,-0.654969,3.72807,0.0,0.0,0.0,24.313
200301040500,200301040530,-9999.0,1,0.0,1.404,22.76,3.4302,-0.830772,3.71607,0.0,0.0,0.0,24.276
200301040530,200301040600,-9999.0,1,0.0,1.442,22.66,3.41649,-0.84448,3.69712,0.0,0.0,0.0,24.213
200301040600,200301040630,-9999.0,1,0.0,1.811,22.71,3.42334,-0.837628,3.68406,0.0,0.0,0.0,24.168
200301040630,200301040700,-9999.0,1,0.0,1.438,22.507,3.39555,-0.865424,3.66113,0.0,0.0,0.0,24.121
200301040700,200301040730,-9999.0,1,0.0,1.151,22.373,3.37723,-0.736198,3.64093,0.0,8.57042,0.0,24.076
200301040730,200301040800,-9999.0,1,0.0,1.048,22.327,3.37095,-0.676139,3.62417,0.0,139.57,5.11933,24.046
200301040800,200301040830,-9999.0,1,9.669,1.051,22.383,3.3786,-0.545273,3.61137,0.608865,307.743,26.327,24.002
200301040830,200301040900,-9999.0,1,34.767,1.028,22.453,3.38816,-0.009837,3.59909,2.07598,470.162,83.4665,23.984
200301040900,200301040930,-9999.0,1,81.98,1.052,22.543,3.40047,2.3943,3.58754,4.47892,624.046,190.359,23.988
200301040930,200301041000,-9999.0,1,92.667,1.079,22.667,3.41745,2.41128,3.57725,4.95302,766.763,216.139,24.011
200301041000,200301041030,-9999.0,1,104.667,1.082,22.857,3.44351,1.48948,3.56939,5.46414,895.87,246.389,24.038
200301041030,200301041100,-9999.0,1,123.767,1.288,23.077,3.47375,6.06538,3.56256,6.24414,1009.16,288.771,24.062
200301041100,200301041130,8.14676,0,149.1,1.908,23.153,3.48421,-4.66255,3.5503,7.21036,1104.69,349.31,24.09
200301041130,200301041200,-9999.0,1,190.8,1.888,23.23,3.49482,6.23264,3.53804,8.65787,1180.83,445.846,24.113
200301041200,200301041230,-9999.0,1,182.767,2.032,23.383,3.51593,6.25375,3.52855,8.36038,1236.28,430.322,24.143
200301041230,200301041300,-9999.0,1,146.733,2.285,23.523,3.53527,6.11867,3.51852,7.0471,1270.08,347.874,24.167
200301041300,200301041330,-9999.0,1,128.167,2.206,23.517,3.53444,6.12608,3.50314,6.30685,1281.67,309.163,24.192
200301041330,200301041400,-9999.0,1,157.467,2.156,23.51,3.53348,6.11688,3.48774,7.39311,1270.83,384.549,24.208
200301041400,200301041430,-9999.0,1,137.233,2.135,23.577,3.54274,6.31354,3.47499,6.6135,1237.76,332.389,24.223
200301041430,200301041500,-9999.0,1,112.367,2.714,23.567,3.54136,3.47168,3.45947,5.60156,1183.02,266.063,24.23
200301041500,200301041530,-9999.0,1,64.443,2.427,23.557,3.54841,1.30705,3.44395,3.45399,1107.55,151.17,24.233
200301041530,200301041600,-9999.0,1,111.267,3.128,23.673,3.57297,3.50329,3.4329,5.5137,1012.64,252.774,24.23
200301041600,200301041630,-9999.0,1,182.933,4.575,24.003,3.62754,6.36536,3.4293,8.14789,899.913,417.791,24.218
200301041630,200301041700,-9999.0,1,210.667,4.755,24.03,3.63991,12.9238,3.415,9.01369,771.299,489.186,24.202
200301041700,200301041730,-6.27474,0,183.4,4.821,24.05,3.6513,9.92605,3.40047,8.10891,628.997,420.785,24.198
200301041730,200301041800,-6.07586,0,115.5,3.836,23.823,3.62793,9.70379,3.37739,5.60008,475.444,264.587,24.197
200301041800,200301041830,1.03567,0,58.04,3.883,23.723,3.62235,2.58668,3.35874,3.06298,313.266,132.613,24.199
200301041830,200301041900,3.29035,0,23.523,4.418,23.753,3.63507,0.344723,3.34458,1.30861,145.238,53.3403,24.194
200301041900,200301041930,9.03234,0,0.0,3.055,23.437,3.5989,-5.43344,3.31855,0.0,10.4749,5.02874,24.177
200301041930,200301042000,3.88284,0,0.0,1.494,22.923,3.5348,-0.348044,3.28573,0.0,0.0,0.0,24.15
200301042000,200301042030,2.30802,0,0.0,1.375,22.753,3.51907,1.21105,3.26481,0.0,0.0,0.0,24.133
200301042030,200301042100,3.89789,0,0.0,1.611,22.673,3.51596,-0.381933,3.24703,0.0,0.0,0.0,24.116
200301042100,200301042130,3.60285,0,0.0,2.138,22.78,3.53922,-0.063628,3.23567,0.0,0.0,0.0,24.098
200301042130,200301042200,-9999.0,1,0.0,1.889,22.66,3.5304,-0.315772,3.21655,0.0,0.0,0.0,24.079
200301042200,200301042230,-9999.0,1,0.0,1.594,22.493,3.51486,-0.331312,3.19585,0.0,0.0,0.0,24.061
200301042230,200301042300,-9999.0,1,0.0,2.074,22.427,3.51357,-0.356785,3.17862,0.0,0.0,0.0,24.041
200301042300,200301042330,-9999.0,1,0.0,2.338,22.537,3.53728,-0.308885,3.16735,0.0,0.0,0.0,24.022
200301042330,200301050000,-9999.0,1,0.0,2.284,22.483,3.53768,-0.332682,3.15054,0.0,0.0,0.0,23.997
200301050000,200301050030,-9999.0,1,0.0,2.646,22.613,3.56435,-0.28182,3.13989,0.0,0.0,0.0,23.978
200301050030,200301050100,-9999.0,1,0.0,2.702,22.617,3.57305,-0.273125,3.15407,0.0,0.0,0.0,23.948
200301050100,200301050130,-9999.0,1,0.0,3.312,22.88,3.61904,-0.360383,3.17693,0.0,0.0,0.0,23.928
200301050130,200301050200,-9999.0,1,0.0,2.924,22.713,3.60313,-0.243039,3.18539,0.0,0.0,0.0,23.913
200301050200,200301050230,-9999.0,1,0.0,2.617,22.55,3.58774,-0.258432,3.19392,0.0,0.0,0.0,23.898
200301050230,200301050300,-9999.0,1,0.0,3.423,22.867,3.64178,-0.337645,3.21874,0.0,0.0,0.0,23.872
200301050300,200301050330,-9999.0,1,0.0,3.598,22.933,3.65958,-0.319837,3.23506,0.0,0.0,0.0,23.849
200301050330,200301050400,-9999.0,1,0.0,3.647,22.94,3.66883,-0.310589,3.24939,0.0,0.0,0.0,23.821
200301050400,200301050430,-9999.0,1,0.0,3.097,22.69,3.64054,-0.205626,3.25489,0.0,0.0,0.0,23.807
200301050430,200301050500,-9999.0,1,0.0,3.55,22.973,3.69012,-0.376026,3.27871,0.0,0.0,0.0,23.789
200301050500,200301050530,-9999.0,1,0.0,2.761,22.637,3.64907,-0.197097,3.28115,0.0,0.0,0.0,23.773
200301050530,200301050600,-9999.0,1,0.0,2.936,22.73,3.67086,-0.308564,3.29845,0.0,0.0,0.0,23.762
200301050600,200301050630,-9999.0,1,0.0,3.497,22.95,3.71144,-0.267976,3.3202,0.0,0.0,0.0,23.751
200301050630,200301050700,-9999.0,1,0.0,3.114,22.73,3.68717,-0.292246,3.32657,0.0,0.0,0.0,23.733
200301050700,200301050730,11.9142,0,0.0,3.323,22.793,3.70465,-8.20955,3.34285,0.0,8.62364,9.0241,23.721
200301050730,200301050800,2.70955,0,44.343,3.153,22.69,3.69757,0.988016,3.35326,2.37317,139.815,99.1556,23.701
200301050800,200301050830,-9999.0,1,127.4,4.852,23.37,3.80704,6.39867,3.39142,6.01713,308.112,291.502,23.688
200301050830,200301050900,-9999.0,1,201.133,4.731,23.527,3.83896,11.7534,3.41112,8.60543,470.65,455.123,23.702
200301050900,200301050930,2.2368,0,310.8,4.896,23.89,3.9021,1.6653,3.4381,11.6547,624.647,703.971,23.729
200301050930,200301051000,7.8318,0,512.567,7.114,25.45,4.14855,-3.68325,3.50665,15.646,767.468,1142.9,23.787
200301051000,200301051030,-9.59648,0,618.9,9.004,26.287,4.28695,13.8834,3.54974,17.2143,896.67,1360.37,23.882
200301051030,200301051100,-18.0432,0,760.0,12.061,27.597,4.50101,22.5442,3.60844,17.7654,1010.04,1647.0,23.983
200301051100,200301051130,-14.7941,0,870.333,14.278,28.37,4.63286,19.427,3.64885,17.4047,1105.64,1872.86,24.087
200301051130,200301051200,-10.9313,0,850.333,12.663,27.89,4.56687,15.4982,3.64775,18.2268,1181.84,1827.69,24.183
200301051200,200301051230,-15.8366,0,928.333,12.721,28.193,4.62483,20.4614,3.67267,18.7813,1237.33,1992.39,24.286
200301051230,200301051300,-10.2152,0,973.667,13.269,28.453,4.67625,14.8914,3.69619,18.7475,1271.16,2081.93,24.381
200301051300,200301051330,-16.0696,0,989.667,13.791,28.747,4.73337,20.803,3.72087,18.5252,1282.75,2135.5,24.444
