TIMESTAMP_START,TIMESTAMP_END,NEE,NEE_VUT_REF_QC,SW_IN_F,VPD_F_MDS,TA_F_MDS,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,SW_IN_POT,PPFD_IN,RH
200901010000,200901010030,-9999.0,1,0.0,0.999,-1.552,1.06783,0.240378,0.0229,0.0,0.0,-9999.0,-9999.0
200901010030,200901010100,-9999.0,1,0.0,0.48,-0.407,1.14487,0.474772,0.023556,0.0,0.0,0.0,91.9
200901010100,200901010130,-9999.0,1,0.0,0.455,-0.447,1.14215,0.46314,0.023533,0.0,0.0,0.0,92.3
200901010130,200901010200,-9999.0,1,0.0,0.386,-0.38,1.1467,0.442376,0.023571,0.0,0.0,0.0,93.5
200901010200,200901010230,-9999.0,1,0.0,0.38,-0.402,1.14521,0.444261,0.023559,0.0,0.0,0.0,93.6
200901010230,200901010300,-9999.0,1,0.0,0.339,-0.376,1.14697,0.429742,0.023573,0.0,0.0,0.0,94.3
200901010300,200901010330,-9999.0,1,0.0,0.335,-0.278,1.15363,0.401701,0.023629,0.0,0.0,0.0,94.4
200901010330,200901010400,-9999.0,1,0.0,0.353,-0.289,1.15288,0.377394,0.023622,0.0,0.0,0.0,94.1
200901010400,200901010430,-9999.0,1,0.0,0.323,-0.302,1.152,0.379372,0.023615,0.0,0.0,0.0,94.6
200901010430,200901010500,-9999.0,1,0.0,0.305,-0.289,1.15288,0.37718,0.023622,0.0,0.0,0.0,94.9
200901010500,200901010530,-9999.0,1,0.0,0.312,-0.269,1.15425,0.379166,0.023634,0.0,0.0,0.0,94.8
200901010530,200901010600,-9999.0,1,0.0,0.307,-0.224,1.15731,0.389184,0.023659,0.0,0.0,0.0,94.9
200901010600,200901010630,-9999.0,1,0.0,0.313,-0.204,1.15867,0.380441,0.02367,0.0,0.0,0.0,94.8
