TIMESTAMP_START,TIMESTAMP_END,NEE,NEE_VUT_REF_QC,SW_IN_F,VPD_F_MDS,TA_F_MDS,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,SW_IN_POT,TS_F_MDS_1,RH
201301010000,201301010030,-0.088,0,0.0,2.409,-0.796,1e-06,0.088001,0.01898,0.0,0.0,2.08,-9999.0
201301010030,201301010100,-0.243806,0,0.0,2.41,-0.591,1e-06,0.243807,0.019075,0.0,0.0,1.96,-9999.0
201301010100,201301010130,-0.0321944,0,0.0,2.412,-0.423,1e-06,0.032195,0.019152,0.0,0.0,1.83,-9999.0
201301010130,201301010200,-0.125,0,0.0,2.413,-0.927,1e-06,0.125001,0.018919,0.0,0.0,1.72,-9999.0
201301010200,201301010230,-0.102806,0,0.0,2.415,-0.921,1e-06,0.102807,0.018922,0.0,0.0,1.6,-9999.0
201301010230,201301010300,-0.159,0,0.0,2.417,-0.707,1e-06,0.159001,0.019021,0.0,0.0,1.48,-9999.0
201301010300,201301010330,-0.178,0,0.0,2.42,-0.408,1e-06,0.178001,0.019159,0.0,0.0,1.39,-9999.0
201301010330,201301010400,-0.094,0,0.0,2.423,-0.473,1e-06,0.094001,0.019129,0.0,0.0,1.29,-9999.0
201301010400,201301010430,-0.260806,0,0.0,2.429,-0.504,1e-06,0.260807,0.019115,0.0,0.0,1.19,-9999.0
201301010430,201301010500,-0.149,0,0.0,2.436,-0.42,1e-06,0.149001,0.019154,0.0,0.0,1.09,-9999.0
201301010500,201301010530,-0.135,0,0.0,2.443,-0.573,1e-06,0.135001,0.019083,0.0,0.0,0.993,-9999.0
201301010530,201301010600,-0.14,0,0.0,2.449,-0.88,1e-06,0.140001,0.018941,0.0,0.0,0.894,-9999.0
201301010600,201301010630,-0.018,0,0.0,2.456,-1.16,1e-06,0.018001,0.01881,0.0,0.0,0.793,-9999.0
201301010630,201301010700,-9999.0,1,0.0,2.465,-1.58,1e-06,0.130742,0.018613,0.0,0.0,0.68,-9999.0
201301010700,201301010730,-9999.0,1,0.373,2.473,-2.71,1e-06,0.131541,0.018075,0.000429,0.318119,0.568,-9999.0
201301010730,201301010800,-9999.0,1,31.0,4.073,-2.62,1e-06,0.120162,0.018118,0.03548,78.5075,0.462,-9999.0
201301010800,201301010830,-9999.0,1,128.0,5.804,1.21,1e-06,0.005346,0.019892,0.144697,211.982,0.406,-9999.0
201301010830,201301010900,0.410806,0,166.0,6.78,2.86,1e-06,-0.410805,0.020616,0.186756,336.784,0.475,-9999.0
201301010900,201301010930,-0.328389,0,202.0,7.977,0.665,1e-06,0.32839,0.019648,0.22623,450.78,0.527,-9999.0
201301010930,201301011000,-0.926806,0,385.0,7.871,2.54,1e-06,0.926807,0.020478,0.421502,552.017,0.449,-9999.0
201301011000,201301011030,-1.27,0,491.0,9.07,3.35,1e-06,1.27,0.020826,0.530653,638.764,1.2,-9999.0
201301011030,201301011100,-0.684,0,551.0,9.817,4.19,1e-06,0.684001,0.021182,0.591203,709.537,3.51,-9999.0
201301011100,201301011130,-1.58,0,626.0,8.371,5.44,1e-06,1.58,0.021701,0.665673,763.124,5.37,-9999.0
201301011130,201301011200,-1.13,0,598.0,8.329,6.62,1e-06,1.13,0.022179,0.638027,798.609,6.77,-9999.0
201301011200,201301011230,-0.283806,0,665.0,8.421,7.62,1e-06,0.283807,0.022575,0.703874,815.385,8.22,-9999.0
201301011230,201301011300,0.534194,0,662.0,8.421,8.7,1e-06,-0.534193,0.022994,0.700948,813.164,9.66,-9999.0
201301011300,201301011330,-0.483,0,649.0,8.339,9.52,1e-06,0.483001,0.023307,0.688245,791.986,10.8,-9999.0
201301011330,201301011400,-1.03,0,610.0,8.006,9.95,1e-06,1.03,0.023468,0.649898,752.211,11.7,-9999.0
201301011400,201301011430,-1.02319,0,556.0,10.058,10.6,1e-06,1.02319,0.02371,0.596209,694.52,12.4,-9999.0
201301011430,201301011500,-1.48,0,488.0,9.633,10.9,1e-06,1.48,0.023821,0.527602,619.901,12.5,-9999.0
201301011500,201301011530,-9999.0,1,408.0,8.531,10.8,1e-06,0.099051,0.023784,0.445426,529.631,12.3,-9999.0
201301011530,201301011600,-9999.0,1,315.0,8.056,10.5,1e-06,0.087096,0.023673,0.347852,425.253,11.7,-9999.0
201301011600,201301011630,-0.017,0,103.0,5.33,9.47,1e-06,0.017001,0.023288,0.116806,308.555,11.2,-9999.0
201301011630,201301011700,-0.145,0,116.0,4.749,9.15,1e-06,0.145001,0.023166,0.131332,181.532,10.2,-9999.0
201301011700,201301011730,-0.11,0,16.3,2.465,8.28,1e-06,0.110001,0.022832,0.018691,48.2957,9.39,-9999.0
201301011730,201301011800,-9999.0,1,0.0,2.422,6.86,1e-06,0.131893,0.022275,0.0,0.0,8.47,-9999.0
201301011800,201301011830,-9999.0,1,0.0,2.405,4.68,1e-06,0.131893,0.021387,0.0,0.0,7.61,-9999.0
201301011830,201301011900,-9999.0,1,0.0,2.391,5.41,1e-06,0.131893,0.021689,0.0,0.0,6.91,-9999.0
201301011900,201301011930,-0.178,0,0.0,2.377,4.55,1e-06,0.178001,0.021333,0.0,0.0,6.44,-9999.0
201301011930,201301012000,-9999.0,1,0.0,2.365,4.46,1e-06,0.13099,0.021295,0.0,0.0,6.01,-9999.0
201301012000,201301012030,-9999.0,1,0.0,2.355,4.04,1e-06,0.131751,0.021119,0.0,0.0,5.52,-9999.0
