TIMESTAMP_START,TIMESTAMP_END,NEE,NEE_VUT_REF_QC,SW_IN_F,VPD_F_MDS,TA_F_MDS,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,SW_IN_POT,PPFD_IN,TS_F_MDS_1
200701010000,200701010030,-9999.0,1,0.0,4.204,24.717,4.3039,0.739363,5.78075,0.0,0.0,0.0,24.748
200701010030,200701010100,-9999.0,1,0.0,4.188,24.693,4.30044,0.735902,5.77542,0.0,0.0,0.0,24.768
200701010100,200701010130,-9999.0,1,0.0,3.921,24.573,4.28314,0.810434,5.74877,0.0,0.0,0.0,24.733
200701010130,200701010200,-9999.0,1,0.0,3.632,24.427,4.26211,0.789403,5.71639,0.0,0.0,0.0,24.62
200701010200,200701010230,-9999.0,1,0.0,3.057,24.02,4.20357,0.482344,5.62639,0.0,0.0,0.0,24.613
200701010230,200701010300,-9999.0,1,0.0,2.789,23.79,4.17055,0.576351,5.5757,0.0,0.0,0.0,24.608
200701010300,200701010330,-9999.0,1,0.0,3.233,23.953,4.19395,0.809029,5.61161,0.0,0.0,0.0,24.6
200701010330,200701010400,-9999.0,1,0.0,2.774,23.76,4.16625,0.674937,5.5691,0.0,0.0,0.0,24.59
200701010400,200701010430,-9999.0,1,0.0,1.311,23.12,4.07461,0.552868,5.42877,0.0,0.0,0.0,24.576
200701010430,200701010500,-9999.0,1,0.0,1.988,23.42,4.11752,0.624479,5.49442,0.0,0.0,0.0,24.564
200701010500,200701010530,-9999.0,1,0.0,2.451,23.627,4.14717,0.636484,5.53986,0.0,0.0,0.0,24.551
200701010530,200701010600,-9999.0,1,0.0,3.229,23.883,4.1839,0.808428,5.59618,0.0,0.0,0.0,24.544
200701010600,200701010630,-9999.0,1,0.0,2.433,23.31,4.10178,0.627876,5.47032,0.0,0.0,0.0,24.528
200701010630,200701010700,-9999.0,1,0.0,2.502,23.327,4.10421,0.636128,5.47405,0.0,0.0,0.0,24.521
200701010700,200701010730,-9999.0,1,2.343,2.553,23.47,4.12468,0.61064,5.50539,0.183407,12.4116,6.98005,24.501
200701010730,200701010800,-9999.0,1,39.473,2.415,23.19,4.08461,0.927104,5.44407,2.96453,150.245,80.4311,24.483
200701010800,200701010830,-9999.0,1,111.367,2.252,23.177,4.08275,3.21295,5.44123,7.75478,317.797,229.076,24.471
200701010830,200701010900,12.3693,0,241.9,2.105,23.433,4.11938,-8.24992,5.49728,14.8768,479.416,494.74,24.472
200701010900,200701010930,-9999.0,1,230.933,2.549,23.893,4.18533,11.7544,5.59838,14.3431,632.338,495.926,24.481
200701010930,200701011000,-9999.0,1,300.367,3.594,24.58,4.28415,19.2712,5.75032,17.5542,773.944,644.457,24.497
200701011000,200701011030,-21.0811,0,363.4,4.681,25.203,4.37408,25.4552,5.88903,20.1576,901.814,778.797,24.532
200701011030,200701011100,-17.9675,0,509.367,7.233,26.307,4.53411,22.5016,6.13692,25.2767,1013.76,1079.91,24.568
200701011100,200701011130,-22.5646,0,535.867,8.413,26.643,4.58297,27.1476,6.21287,26.0925,1107.86,1126.14,24.608
200701011130,200701011200,-23.7433,0,812.0,9.937,27.377,4.68995,28.4333,6.37957,33.0691,1182.51,1694.95,24.647
200701011200,200701011230,-25.5801,0,797.0,12.149,28.17,4.80588,30.386,6.56083,28.6098,1236.44,1672.21,24.742
200701011230,200701011300,-19.8001,0,899.667,14.915,28.567,4.86403,24.6641,6.65202,24.483,1268.71,1882.84,24.829
200701011300,200701011330,-27.9692,0,602.8,16.425,29.02,4.93049,32.8997,6.75641,18.7673,1278.78,1281.2,24.823
200701011330,200701011400,-13.6686,0,385.267,15.663,28.44,4.84542,18.514,6.62282,16.0428,1266.48,842.531,24.843
200701011400,200701011430,-12.4599,0,364.133,14.119,28.193,4.80924,17.2691,6.56611,16.8987,1232.01,788.637,24.864
200701011430,200701011500,-27.7232,0,589.467,15.041,28.907,4.9139,32.6371,6.73033,20.5275,1175.96,1268.74,24.887
