TIMESTAMP_START,TIMESTAMP_END,NEE,NEE_VUT_REF_QC,SW_IN_F,VPD_F_MDS,TA_F_MDS,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,SW_IN_POT,PPFD_IN,TS_F_MDS_1
200601010000,200601010030,-9999.0,1,0.0,2.658,24.467,2.94634,-1.23786,4.78745,0.0,0.0,0.0,25.209
200601010030,200601010100,-9999.0,1,0.0,2.681,24.237,2.92306,-1.26114,4.74409,0.0,0.0,0.0,25.186
200601010100,200601010130,-9999.0,1,0.0,2.406,24.053,2.90446,-1.27974,4.70949,0.0,0.0,0.0,25.153
200601010130,200601010200,-9999.0,1,0.0,1.795,23.767,2.87559,-1.30861,4.65583,0.0,0.0,0.0,25.118
200601010200,200601010230,-9999.0,1,0.0,1.826,23.7,2.86883,-1.31537,4.64329,0.0,0.0,0.0,25.087
200601010230,200601010300,-9999.0,1,0.0,1.755,23.667,2.86551,-1.31869,4.63712,0.0,0.0,0.0,25.058
200601010300,200601010330,-9999.0,1,0.0,1.606,23.613,2.86007,-1.32413,4.62702,0.0,0.0,0.0,25.024
200601010330,200601010400,-9999.0,1,0.0,0.811,23.227,2.82123,-1.36297,4.55502,0.0,0.0,0.0,24.998
200601010400,200601010430,-9999.0,1,0.0,0.8,23.2,2.81851,-1.36569,4.55,0.0,0.0,0.0,24.972
200601010430,200601010500,-9999.0,1,0.0,0.863,23.16,2.81449,-1.36971,4.54256,0.0,0.0,0.0,24.947
200601010500,200601010530,-9999.0,1,0.0,0.815,22.947,2.79311,-1.39109,4.503,0.0,0.0,0.0,24.924
200601010530,200601010600,-9999.0,1,0.0,0.499,22.84,2.78239,-1.40181,4.48317,0.0,0.0,0.0,24.9
200601010600,200601010630,-9999.0,1,0.0,0.49,22.823,2.78068,-1.40352,4.48002,0.0,0.0,0.0,24.876
200601010630,200601010700,-9999.0,1,0.0,0.418,22.867,2.78509,-1.39911,4.48817,0.0,0.0,0.0,24.852
200601010700,200601010730,-9999.0,1,0.0,0.389,22.823,2.78068,-1.40352,4.48002,0.0,12.4116,3.34395,24.823
200601010730,200601010800,-9999.0,1,8.868,0.314,22.72,2.77036,-1.20117,4.46096,0.692597,150.245,21.1708,24.804
200601010800,200601010830,-9999.0,2,25.437,1.188,22.887,2.7871,2.54732,4.49188,1.94313,317.797,58.9602,24.788
200601010830,200601010900,-9999.0,1,66.047,1.459,23.047,2.80315,4.49449,4.52156,4.78827,479.416,152.149,24.773
200601010900,200601010930,-9999.0,1,116.133,1.24,23.343,2.83289,7.76915,4.57662,7.92162,632.338,259.847,24.76
200601010930,200601011000,-9999.0,1,184.667,1.35,23.413,2.83993,11.9751,4.58967,11.6536,773.944,412.075,24.764
200601011000,200601011030,-9999.0,1,400.233,2.859,24.227,2.92205,20.6034,4.74221,20.4443,901.814,881.251,24.767
200601011030,200601011100,-9999.0,1,493.5,5.25,25.327,3.03367,22.8829,4.95056,23.2884,1013.76,1079.75,24.783
200601011100,200601011130,-9999.0,1,241.6,6.065,25.44,3.04518,15.7023,4.9721,14.354,1107.86,535.476,24.813
200601011130,200601011200,-9999.0,1,629.833,6.829,26.1,3.11252,22.4896,5.09842,26.7443,1182.51,1370.41,24.837
200601011200,200601011230,-9999.0,1,404.8,6.012,26.02,3.10435,19.7713,5.08306,20.5944,1236.44,873.241,24.877
200601011230,200601011300,-9999.0,1,615.433,6.84,26.547,3.15826,21.3955,5.18444,26.4123,1268.71,1348.21,24.907
200601011300,200601011330,-9999.0,1,845.0,8.801,27.357,3.2414,19.6356,5.34127,30.9821,1278.78,1843.47,24.95
200601011330,200601011400,-9999.0,1,730.3,11.973,28.66,3.37576,20.3961,5.59597,28.8784,1266.48,1586.92,25.006
200601011400,200601011430,-14.7998,0,382.0,10.696,28.01,3.30864,18.1084,5.46855,19.8325,1232.01,844.968,25.048
200601011430,200601011500,-21.6431,0,565.633,12.925,29.113,3.42263,25.0657,5.68518,25.2074,1175.96,1221.95,25.093
200601011500,200601011530,-15.8134,0,492.033,11.749,28.73,3.383,19.1964,5.60973,23.247,1099.3,1100.06,25.14
200601011530,200601011600,-4.23776,0,148.0,9.846,27.937,3.30111,7.53888,5.45428,9.72932,1003.34,356.164,25.184
200601011600,200601011630,2.70359,0,109.233,9.308,27.587,3.26506,0.561472,5.38602,7.51214,889.709,266.945,25.21
200601011630,200601011700,-9999.0,1,80.67,6.228,26.493,3.15273,5.03155,5.17403,5.74304,760.364,190.335,25.228
200601011700,200601011730,-9999.0,1,97.73,2.667,24.46,2.94563,5.9797,4.78613,6.81435,617.513,215.634,25.223
200601011730,200601011800,-9999.0,1,79.79,2.942,24.137,2.91295,5.94702,4.72528,5.68656,463.601,176.924,25.19
200601011800,200601011830,-9999.0,1,15.993,0.658,23.167,2.8152,-1.15633,4.54386,1.23715,301.262,41.834,25.009
200601011830,200601011900,-9999.0,1,10.683,1.402,23.353,2.83389,-1.13764,4.57849,0.832308,133.273,26.1044,24.911
200601011900,200601011930,-9999.0,1,0.0,1.205,23.24,2.82253,-1.36167,4.55744,0.0,6.74567,0.0,24.884
200601011930,200601012000,-9999.0,1,0.0,0.705,22.95,2.79341,-1.39078,4.50356,0.0,0.0,0.0,24.863
200601012000,200601012030,-9999.0,1,0.0,0.523,22.74,2.77237,-1.41183,4.46466,0.0,0.0,0.0,24.84
200601012030,200601012100,-9999.0,1,0.0,0.275,22.58,2.75635,-1.42785,4.43509,0.0,0.0,0.0,24.817
200601012100,200601012130,-9999.0,1,0.0,0.185,22.53,2.75135,-1.43285,4.42586,0.0,0.0,0.0,24.791
200601012130,200601012200,-9999.0,1,0.0,0.239,22.543,2.75265,-1.43155,4.42826,0.0,0.0,0.0,24.77
