TIMESTAMP_START,TIMESTAMP_END,NEE,NEE_VUT_REF_QC,SW_IN_F,VPD_F_MDS,TA_F_MDS,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,SW_IN_POT,TS_F_MDS_1,RH
201401010000,201401010030,-9999.0,1,0.0,0.106,-7.9,0.0,-6.54943,0.529148,0.0,0.0,1.313,96.8486
201401010030,201401010100,-9999.0,1,0.0,0.092,-7.69,0.0,-5.43849,0.545056,0.0,0.0,1.307,97.3155
201401010100,201401010130,-9999.0,1,0.0,0.114,-7.92,0.0,-6.54943,0.527649,0.0,0.0,1.307,96.5983
201401010130,201401010200,-9999.0,1,0.0,0.119,-7.97,0.0,-6.54943,0.523911,0.0,0.0,1.3,96.4588
201401010200,201401010230,-9999.0,2,0.0,0.134,-8.44,0.0,-2.4302,0.489597,0.0,0.0,1.3,95.8463
201401010230,201401010300,-9999.0,2,0.0,0.142,-8.63,0.0,-2.17434,0.476142,0.0,0.0,1.29,95.5495
201401010300,201401010330,-9999.0,2,0.0,0.138,-8.7,0.0,-2.17434,0.471245,0.0,0.0,1.29,95.6361
201401010330,201401010400,-9999.0,2,0.0,0.133,-8.64,0.0,-2.17434,0.47544,0.0,0.0,1.287,95.8194
201401010400,201401010430,-9999.0,2,0.0,0.143,-8.68,0.0,-2.17434,0.47264,0.0,0.0,1.283,95.4844
201401010430,201401010500,-9999.0,1,0.0,0.196,-7.26,0.0,-3.31984,0.578557,0.0,0.0,1.283,94.4806
201401010500,201401010530,-9999.0,1,0.0,0.273,-6.85,0.0,-1.31502,0.611669,0.0,0.0,1.273,92.5285
201401010530,201401010600,-9999.0,1,0.0,0.224,-8.11,0.0,-6.54943,0.513536,0.0,0.0,1.273,93.2431
201401010600,201401010630,-9999.0,1,0.0,0.183,-7.78,0.0,-6.54943,0.538202,0.0,0.0,1.27,94.6332
201401010630,201401010700,-9999.0,1,0.0,0.186,-7.37,0.0,-4.56231,0.569868,0.0,0.0,1.263,94.7149
201401010700,201401010730,-9999.0,1,0.0,0.217,-7.33,0.0,-4.56231,0.573018,0.0,0.0,1.26,93.8426
201401010730,201401010800,-9999.0,1,0.0,0.187,-7.24,0.0,-3.31984,0.580146,0.0,0.0,1.26,94.7323
201401010800,201401010830,-9999.0,1,13.61,0.169,-6.74,0.0,-1.31502,0.620748,1.29133,21.0846,1.25,95.4214
201401010830,201401010900,-9999.0,1,50.73,0.284,-5.84,0.0,1.1131,0.698159,2.93485,111.409,1.25,92.8147
201401010900,201401010930,-9999.0,1,122.48,0.25,-5.18,0.0,1.2241,0.758496,4.03896,199.054,1.243,93.9933
201401010930,201401011000,-9999.0,2,228.0,0.916,-1.23,0.0,2.58991,1.18365,4.60597,276.221,1.24,83.5956
201401011000,201401011030,-9999.0,2,213.43,2.021,0.78,0.0,1.18074,1.44228,4.5553,341.59,1.237,68.7423
201401011030,201401011100,-0.884265,0,305.83,3.104,2.67,1e-06,0.884266,1.71114,4.80524,394.043,1.23,58.0763
201401011100,201401011130,0.083045,0,322.63,4.575,4.81,1e-06,-0.083044,2.04492,4.83716,432.683,1.23,46.8677
201401011130,201401011200,-9999.0,1,357.7,5.654,6.62,1e-06,0.3837,2.35083,4.8952,456.848,1.227,42.0905
201401011200,201401011230,-9999.0,2,334.697,6.439,7.62,1e-06,2.53886,2.52883,4.85834,466.124,1.22,38.4237
201401011230,201401011300,-9999.0,1,346.03,6.682,8.64,1e-06,1.65269,2.7168,4.87704,460.354,1.213,40.3809
201401011300,201401011330,-9999.0,1,312.43,6.648,9.19,1e-06,1.6395,2.82078,4.81814,439.635,1.213,42.8473
201401011330,201401011400,-0.108019,0,220.0,6.186,9.02,1e-06,0.10802,2.78845,4.57884,404.323,1.21,46.2102
201401011400,201401011430,-1.82504,0,192.2,5.933,8.83,1e-06,1.82504,2.75252,4.47029,355.021,1.203,47.7401
201401011430,201401011500,1.19274,0,130.67,4.977,8.03,1e-06,-1.19274,2.60362,4.10744,292.573,1.2,53.7126
201401011500,201401011530,-9999.0,1,115.93,4.615,7.65,1e-06,0.121865,2.53427,3.97916,218.048,1.197,55.9523
201401011530,201401011600,-9999.0,1,66.86,4.416,7.2,1e-06,-0.060259,2.45331,3.30717,132.721,1.193,56.5355
201401011600,201401011630,-9999.0,1,24.79,3.154,5.29,1e-06,0.836571,2.12397,1.97196,38.7421,1.19,64.5771
201401011630,201401011700,-9999.0,1,0.0,2.984,4.45,1e-06,-0.365258,1.98663,0.0,0.0,1.19,64.4634
201401011700,201401011730,1.29903,0,0.0,2.356,2.92,1e-06,-1.29903,1.74854,0.0,0.0,1.183,68.7461
201401011730,201401011800,-0.128542,0,0.0,1.234,0.1,0.0,0.128542,1.35161,0.0,0.0,1.18,79.9458
201401011800,201401011830,-9999.0,1,0.0,0.617,-1.4,0.0,2.19092,1.16309,0.0,0.0,1.18,88.815
201401011830,201401011900,-9999.0,1,0.0,0.355,-1.84,0.0,2.37799,1.1108,0.0,0.0,1.177,93.3479
201401011900,201401011930,-9999.0,1,0.0,0.285,-2.21,0.0,2.82582,1.06789,0.0,0.0,1.177,94.5172
201401011930,201401012000,-9999.0,1,0.0,0.265,-2.42,0.0,2.97857,1.04396,0.0,0.0,1.17,94.8144
201401012000,201401012030,-9999.0,1,0.0,0.236,-2.89,0.0,1.88891,0.99155,0.0,0.0,1.17,95.2242
201401012030,201401012100,-11.0517,0,0.0,0.173,-3.08,0.0,11.0517,0.970805,0.0,0.0,1.17,96.4449
201401012100,201401012130,-4.98025,0,0.0,0.164,-3.11,0.0,4.98025,0.967553,0.0,0.0,1.167,96.6245
201401012130,201401012200,-9999.0,1,0.0,0.172,-3.37,0.0,0.97624,0.939636,0.0,0.0,1.163,96.389
201401012200,201401012230,-9999.0,1,0.0,0.142,-3.37,0.0,0.97624,0.939636,0.0,0.0,1.157,97.017
201401012230,201401012300,-9999.0,1,0.0,0.155,-3.2,0.0,0.961046,0.957835,0.0,0.0,1.16,96.7924
201401012300,201401012330,-9999.0,1,0.0,0.145,-3.6,0.0,0.259269,0.915337,0.0,0.0,1.16,96.9075
201401012330,201401020000,-9999.0,1,0.0,0.129,-3.94,0.0,-0.056193,0.880103,0.0,0.0,1.16,97.1701
