TIMESTAMP_START,TIMESTAMP_END,NEE,NEE_VUT_REF_QC,SW_IN_F,VPD_F_MDS,TA_F_MDS,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,SW_IN_POT,PPFD_IN,TS_F_MDS_1
200501010000,200501010030,-9999.0,1,0.0,4.483,24.012,3.0611,-0.469573,7.38284,0.0,0.0,0.0,24.086
200501010030,200501010100,-9999.0,1,0.0,5.35,24.24,3.09017,-0.353361,7.39996,0.0,0.0,0.0,24.089
200501010100,200501010130,-9999.0,1,0.0,4.047,23.896,3.04634,-0.711841,7.3741,0.0,0.0,0.0,24.077
200501010130,200501010200,-9999.0,1,0.0,4.458,23.797,3.03376,-0.721269,7.36663,0.0,0.0,0.0,24.064
200501010200,200501010230,4.05934,0,0.0,4.898,23.959,3.05435,-1.00499,7.37885,0.0,0.0,0.0,24.051
200501010230,200501010300,5.58223,0,0.0,5.815,24.226,3.08838,-2.49385,7.39891,0.0,0.0,0.0,24.04
200501010300,200501010330,-9999.0,1,0.0,6.052,24.265,3.09336,-0.291928,7.40184,0.0,0.0,0.0,24.019
200501010330,200501010400,-9999.0,1,0.0,5.546,23.991,3.05842,-0.439987,7.38126,0.0,0.0,0.0,24.0
200501010400,200501010430,-9999.0,1,0.0,5.169,23.738,3.02627,-0.695696,7.36217,0.0,0.0,0.0,23.98
200501010430,200501010500,2.64017,0,0.0,5.24,23.653,3.0155,0.375326,7.35573,0.0,0.0,0.0,23.968
200501010500,200501010530,3.234,0,0.0,5.734,23.801,3.03427,-0.19973,7.36693,0.0,0.0,0.0,23.948
200501010530,200501010600,4.3083,0,0.0,5.647,23.738,3.02627,-1.28203,7.36217,0.0,0.0,0.0,23.933
200501010600,200501010630,5.777,0,0.0,5.591,23.636,3.01334,-2.76366,7.35444,0.0,0.0,0.0,23.911
200501010630,200501010700,-9999.0,1,0.0,5.485,23.544,3.00169,-0.722556,7.34746,0.0,0.0,0.0,23.886
200501010700,200501010730,-9999.0,1,0.0,5.066,23.401,2.98362,-0.766583,7.33659,0.0,10.333,0.0,23.873
200501010730,200501010800,-9999.0,1,0.0,4.362,23.155,2.9526,-0.831899,7.31783,0.0,144.591,0.0,23.866
200501010800,200501010830,-9999.0,1,0.0,5.12,23.474,2.99284,-0.731409,7.34215,0.0,312.292,0.0,23.854
200501010830,200501010900,-9999.0,1,0.0,5.484,23.738,3.02627,-0.695696,7.36217,0.0,474.154,0.0,23.844
200501010900,200501010930,-9999.0,1,163.849,5.883,23.885,3.04494,8.69307,7.37327,12.5229,627.408,367.021,23.843
200501010930,200501011000,-9999.0,1,274.044,6.425,24.272,3.09426,13.2238,7.40236,17.5742,769.433,613.859,23.848
200501011000,200501011030,-9999.0,1,178.618,6.948,24.7,3.14908,9.18711,7.4343,13.3096,897.797,400.105,23.866
200501011030,200501011100,-9999.0,1,277.855,5.515,24.265,3.09336,13.2233,7.40184,17.72,1010.3,622.395,23.882
200501011100,200501011130,-9999.0,1,312.609,5.466,24.528,3.12701,14.0387,7.42149,18.9784,1105.03,700.243,23.904
200501011130,200501011200,-9999.0,1,242.676,3.864,23.91,3.04812,11.9692,7.37516,16.3098,1180.35,543.594,23.923
200501011200,200501011230,-9999.0,1,399.564,2.907,23.769,3.03021,20.3598,7.36451,21.6541,1234.99,895.024,23.934
200501011230,200501011300,-9999.0,1,264.206,3.962,24.423,3.11356,12.7503,7.41366,17.1903,1267.99,591.821,23.966
200501011300,200501011330,-9999.0,1,213.821,2.777,23.71,3.02272,10.2848,7.36005,15.0345,1278.81,478.958,23.933
200501011330,200501011400,-9999.0,1,267.037,2.297,23.762,3.02932,12.2936,7.36398,17.3019,1267.25,598.163,23.948
200501011400,200501011430,-9999.0,1,208.948,2.319,23.843,3.0396,9.91811,7.3701,14.8074,1233.51,468.045,23.979
200501011430,200501011500,-9999.0,1,299.644,2.326,23.973,3.05613,13.4446,7.3799,18.5234,1178.17,671.202,24.001
200501011500,200501011530,-9999.0,1,173.027,2.389,24.574,3.13291,8.436,7.42492,13.0165,1102.18,387.58,24.033
200501011530,200501011600,-9999.0,1,152.983,2.255,23.935,3.0513,5.98469,7.37704,11.9179,1006.83,342.683,24.047
200501011600,200501011630,-9999.0,1,238.347,2.149,23.966,3.05524,11.7827,7.37938,16.1257,893.762,533.896,24.058
200501011630,200501011700,-9999.0,1,213.42,2.174,24.159,3.07983,10.3419,7.39389,15.016,764.906,478.06,24.08
200501011700,200501011730,-9999.0,1,90.66,2.198,24.342,3.1032,1.68449,7.4076,7.94072,622.467,203.078,24.1
200501011730,200501011800,-18.4705,0,0.0,2.181,23.79,3.03287,21.5034,7.3661,0.0,468.882,0.0,24.122
200501011800,200501011830,-10.6264,0,0.0,2.188,23.516,2.99815,13.6246,7.34534,0.0,306.78,0.0,24.113
200501011830,200501011900,-0.80774,0,0.0,2.165,23.587,3.00714,3.81488,7.35073,0.0,138.933,0.0,24.101
200501011900,200501011930,4.67456,0,0.0,2.087,23.39,2.98223,-1.69233,7.33576,0.0,8.44436,0.0,24.086
200501011930,200501012000,4.11512,0,0.0,2.036,23.155,2.9526,-1.16252,7.31783,0.0,0.0,0.0,24.076
200501012000,200501012030,-9999.0,1,0.0,2.135,23.193,2.95739,-1.14925,7.32073,0.0,0.0,0.0,24.058
200501012030,200501012100,-9999.0,1,0.0,2.089,23.077,2.94279,-1.16385,7.31186,0.0,0.0,0.0,24.04
200501012100,200501012130,-9999.0,1,0.0,2.132,23.165,2.95386,-1.15278,7.31859,0.0,0.0,0.0,24.036
200501012130,200501012200,2.81444,0,0.0,2.066,23.06,2.94065,0.126211,7.31055,0.0,0.0,0.0,24.017
200501012200,200501012230,-9999.0,1,0.0,2.075,23.134,2.94996,-1.15668,7.31622,0.0,0.0,0.0,24.008
200501012230,200501012300,-9999.0,1,0.0,2.036,22.986,2.93135,-1.12247,7.30488,0.0,0.0,0.0,24.002
200501012300,200501012330,-9999.0,1,0.0,2.088,22.905,2.92119,-0.921562,7.29866,0.0,0.0,0.0,23.993
