TIMESTAMP_START,TIMESTAMP_END,NEE,NEE_VUT_REF_QC,SW_IN_F,VPD_F_MDS,TA_F_MDS,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,SW_IN_POT,TS_F_MDS_1,RH
200401010000,200401010030,-9999.0,1,0.0,1.897,5.33,0.856826,0.643761,0.893732,0.0,0.0,7.866,78.75
200401010030,200401010100,-9999.0,1,0.0,1.931,5.374,0.858289,0.64524,0.897891,0.0,0.0,7.794,78.44
200401010100,200401010130,-9999.0,1,0.0,2.057,5.54,0.863807,0.573575,0.913693,0.0,0.0,7.739,77.3
200401010130,200401010200,-9999.0,1,0.0,1.611,4.738,0.837147,0.201647,0.838953,0.0,0.0,7.592,81.2
200401010200,200401010230,-9999.0,2,0.0,0.997,3.39,0.792359,-0.499424,0.722325,0.0,0.0,7.354,87.2
200401010230,200401010300,-9999.0,2,0.0,0.662,2.724,0.770258,-0.468646,0.668789,0.0,0.0,7.158,91.1
200401010300,200401010330,-9999.0,2,0.0,1.062,3.838,0.807238,-0.338712,0.759849,0.0,0.0,7.119,86.8
200401010330,200401010400,-9999.0,2,0.0,0.78,2.591,0.765848,-0.397938,0.658417,0.0,0.0,7.005,89.4
200401010400,200401010430,-9999.0,2,0.0,0.4,1.219,0.72044,-0.015199,0.557496,0.0,0.0,6.819,94.0
200401010430,200401010500,-9999.0,2,0.0,0.5,2.768,0.771718,-0.39188,0.672244,0.0,0.0,6.739,93.3
200401010500,200401010530,-9999.0,2,0.0,0.673,2.504,0.762964,-0.314758,0.651689,0.0,0.0,6.777,90.8
200401010530,200401010600,-9999.0,2,0.0,0.452,0.946,0.711428,-0.024628,0.538715,0.0,0.0,6.669,93.1
200401010600,200401010630,-9999.0,2,0.0,0.3,0.296,0.69001,0.219746,0.495702,0.0,0.0,6.563,95.2
200401010630,200401010700,-9999.0,2,0.138,0.277,1.035,0.714365,-0.021553,0.544791,0.004217,0.0,6.564,95.8
