TIMESTAMP_START,TIMESTAMP_END,NEE,NEE_VUT_REF_QC,SW_IN_F,VPD_F_MDS,TA_F_MDS,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,SW_IN_POT,PPFD_IN,RH
200601010000,200601010030,0.33702,0,0.0,1.189,5.24,1.89725,1.56023,0.223782,0.0,0.0,0.0,86.6
200601010030,200601010100,-9999.0,1,0.0,0.761,0.978,1.23432,-0.193475,0.204837,0.0,0.0,-9999.0,-9999.0
200601010100,200601010130,-9999.0,1,0.0,1.053,4.385,1.75066,0.276665,0.220109,0.0,0.0,0.0,87.4
200601010130,200601010200,1.29519,0,0.0,0.991,4.09,1.70168,0.406489,0.218828,0.0,0.0,0.0,87.9
200601010200,200601010230,1.54715,0,0.0,0.992,3.883,1.66779,0.120642,0.217924,0.0,0.0,0.0,87.7
200601010230,200601010300,1.65799,0,0.0,0.993,3.776,1.65043,-0.007557,0.217455,0.0,0.0,0.0,87.6
200601010300,200601010330,1.35374,0,0.0,0.962,3.674,1.63399,0.280245,0.217008,0.0,0.0,0.0,87.9
200601010330,200601010400,1.40042,0,0.0,0.888,3.38,1.58712,0.1867,0.215712,0.0,0.0,0.0,88.6
200601010400,200601010430,1.69061,0,0.0,0.814,3.05,1.53548,-0.155133,0.214249,0.0,0.0,0.0,89.3
200601010430,200601010500,2.04866,0,0.0,0.662,2.584,1.46428,-0.584381,0.212166,0.0,0.0,0.0,91.0
200601010500,200601010530,3.01409,0,0.0,0.596,2.584,1.46428,-1.54981,0.212166,0.0,0.0,0.0,91.9
200601010530,200601010600,3.09992,0,0.0,0.632,2.732,1.48667,-1.61325,0.212829,0.0,0.0,0.0,91.5
200601010600,200601010630,2.04835,0,0.0,0.685,2.895,1.51157,-0.536779,0.213558,0.0,0.0,0.0,90.9
200601010630,200601010700,-9999.0,1,0.0,0.73,3.193,1.55773,0.067011,0.214884,0.0,0.0,0.0,90.5
200601010700,200601010730,3.14926,0,0.0,0.566,3.308,1.57577,-1.5735,0.215394,0.0,0.0,0.0,92.7
200601010730,200601010800,-9999.0,1,0.0,0.57,3.602,1.62243,0.207843,0.216691,0.0,0.0,0.0,92.8
200601010800,200601010830,5.24327,0,0.0,0.593,3.983,1.68411,-3.55916,0.218361,0.0,0.0,0.0,92.7
200601010830,200601010900,-8.34955,0,0.835,0.643,4.552,1.77876,10.1283,0.220832,0.077311,8.64285,1.828,92.4
200601010900,200601010930,-9999.0,1,3.149,0.689,4.993,1.8542,0.374818,0.222727,0.27604,88.0147,8.35,92.1
200601010930,200601011000,-9999.0,1,25.25,0.714,5.152,1.88185,1.18512,0.223407,1.46733,175.793,46.18,91.9
200601011000,200601011030,3.41443,0,27.66,0.698,5.356,1.91766,-1.49676,0.224275,1.5504,253.418,52.77,92.2
200601011030,200601011100,-2.62376,0,48.67,0.724,5.532,1.94888,4.57264,0.225021,2.08396,319.56,93.2,92.0
200601011100,200601011130,2.27244,0,55.22,0.744,5.728,1.98399,-0.288453,0.22585,2.20232,373.089,106.0,91.9
200601011130,200601011200,-9999.0,1,72.1,0.666,5.842,2.00457,1.05286,0.22633,2.44376,413.089,136.2,92.8
200601011200,200601011230,-9.38664,0,158.9,0.721,6.196,2.06927,11.4559,0.227814,3.03917,438.874,286.5,92.4
200601011230,200601011300,-0.230782,0,131.3,0.979,6.667,2.15717,2.38795,0.229772,2.91515,450.004,243.1,90.0
200601011300,200601011330,8.46001,0,26.02,0.926,6.448,2.11604,-6.34397,0.228864,1.49453,446.289,55.51,90.4
200601011330,200601011400,-9999.0,1,120.1,0.816,6.205,2.07093,1.34096,0.227852,2.85266,427.792,222.4,91.4
200601011400,200601011430,5.78986,0,187.0,1.026,6.774,2.17743,-3.61243,0.230215,3.13449,394.829,344.3,89.6
200601011430,200601011500,-0.632086,0,110.4,1.11,6.843,2.19055,2.82263,0.2305,2.79102,347.964,209.2,88.8
200601011500,200601011530,-1.46608,0,186.0,1.266,7.27,2.27273,3.73881,0.232253,3.13151,288.0,320.8,87.6
200601011530,200601011600,-9999.0,1,67.75,1.296,6.924,2.20601,0.379325,0.230833,2.38876,215.962,121.5,87.0
200601011600,200601011630,-9999.0,1,6.521,0.9,6.34,2.09592,0.054921,0.228415,0.530475,133.083,15.86,90.6
200601011630,200601011700,-9999.0,1,3.919,0.741,6.03,2.03878,0.304693,0.227119,0.337558,41.1001,11.92,92.1
200601011700,200601011730,2.17285,0,0.0,0.681,5.761,1.98993,-0.182917,0.225989,0.0,0.0,0.0,92.6
200601011730,200601011800,6.04353,0,0.0,0.66,5.509,1.94479,-4.09875,0.224924,0.0,0.0,0.0,92.7
200601011800,200601011830,-9999.0,1,0.0,0.662,5.365,1.91925,0.366813,0.224313,0.0,0.0,0.0,92.6
200601011830,200601011900,-18.9412,0,0.0,0.679,5.334,1.91378,20.855,0.224182,0.0,0.0,0.0,92.4
200601011900,200601011930,1.79593,0,0.0,0.726,5.383,1.92243,0.126504,0.22439,0.0,0.0,0.0,91.9
200601011930,200601012000,-9999.0,1,0.0,0.701,5.419,1.92881,0.549275,0.224543,0.0,0.0,0.0,92.2
200601012000,200601012030,-9999.0,1,0.0,0.808,5.561,1.95405,0.507012,0.225144,0.0,0.0,0.0,91.1
200601012030,200601012100,-1.43115,0,0.0,0.926,5.713,1.98129,3.41244,0.225786,0.0,0.0,0.0,89.9
200601012100,200601012130,-9999.0,1,0.0,0.914,5.659,1.97159,0.395297,0.225558,0.0,0.0,0.0,90.0
200601012130,200601012200,9.03403,0,0.0,0.776,5.479,1.93945,-7.09458,0.224797,0.0,0.0,0.0,91.4
200601012200,200601012230,-9999.0,1,0.0,0.699,5.018,1.85853,0.51321,0.222834,0.0,0.0,0.0,92.0
200601012230,200601012300,-9999.0,1,0.0,0.789,4.3,1.73647,0.383987,0.219741,0.0,0.0,0.0,90.5
200601012300,200601012330,1.72689,0,0.0,0.799,3.879,1.66714,-0.059748,0.217907,0.0,0.0,0.0,90.1
200601012330,200601020000,1.2904,0,0.0,0.795,3.819,1.6574,0.366996,0.217644,0.0,0.0,0.0,90.1
200601020000,200601020030,3.84354,0,0.0,0.786,3.792,1.65302,-2.19052,0.217525,0.0,0.0,0.0,90.2
200601020030,200601020100,0.0491744,0,0.0,0.748,3.692,1.63688,1.58771,0.217087,0.0,0.0,0.0,90.6
200601020100,200601020130,0.277614,0,0.0,0.785,3.783,1.65157,1.37395,0.217486,0.0,0.0,0.0,90.2
200601020130,200601020200,-9999.0,1,0.0,0.77,3.807,1.65545,0.294271,0.217591,0.0,0.0,0.0,90.4
200601020200,200601020230,7.78398,0,0.0,0.736,3.77,1.64946,-6.13452,0.217429,0.0,0.0,0.0,90.8
200601020230,200601020300,-9999.0,1,0.0,0.826,3.792,1.65302,0.306272,0.217525,0.0,0.0,0.0,89.7
200601020300,200601020330,1.58305,0,0.0,0.959,3.87,1.66568,0.082628,0.217867,0.0,0.0,0.0,88.1
200601020330,200601020400,9.49374,0,0.0,1.097,3.988,1.68493,-7.80881,0.218383,0.0,0.0,0.0,86.5
200601020400,200601020430,14.4785,0,0.0,1.106,3.992,1.68559,-12.7929,0.2184,0.0,0.0,0.0,86.4
200601020430,200601020500,-9999.0,1,0.0,1.098,3.999,1.68673,0.286162,0.218431,0.0,0.0,0.0,86.5
200601020500,200601020530,2.12864,0,0.0,1.072,3.977,1.68313,-0.445509,0.218335,0.0,0.0,0.0,86.8
200601020530,200601020600,0.681188,0,0.0,1.017,3.89,1.66893,0.987743,0.217955,0.0,0.0,0.0,87.4
200601020600,200601020630,1.36897,0,0.0,0.974,3.854,1.66308,0.294107,0.217797,0.0,0.0,0.0,87.9
200601020630,200601020700,1.00254,0,0.0,0.932,3.823,1.65804,0.655504,0.217661,0.0,0.0,0.0,88.4
200601020700,200601020730,-1.16914,0,0.0,0.906,3.796,1.65367,2.82281,0.217543,0.0,0.0,0.0,88.7
200601020730,200601020800,0.307152,0,0.0,0.878,3.732,1.64333,1.33617,0.217262,0.0,0.0,0.0,89.0
200601020800,200601020830,0.617712,0,0.0,0.894,3.734,1.64365,1.02594,0.217271,0.0,0.0,0.0,88.8
200601020830,200601020900,2.07983,0,2.635,0.886,3.736,1.64397,-0.435858,0.21728,0.233747,9.34304,6.606,88.9
200601020900,200601020930,1.16015,0,13.43,0.877,3.707,1.6393,0.479146,0.217153,0.952078,89.6718,33.59,89.0
200601020930,200601021000,1.23536,0,52.31,0.895,3.618,1.625,0.389636,0.216761,2.1518,177.503,95.4,88.7
