TIMESTAMP_START,TIMESTAMP_END,NEE,NEE_VUT_REF_QC,SW_IN_F,VPD_F_MDS,TA_F_MDS,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,SW_IN_POT,PPFD_IN,RH
201001010000,201001010030,6.33247,0,0.0,0.313,0.335,0.765211,-5.56726,1.60306,0.0,0.0,0.0,95.0
201001010030,201001010100,-9999.0,1,0.0,0.758,0.77,0.783646,0.037978,1.61922,0.0,0.0,-9999.0,-9999.0
201001010100,201001010130,-9999.0,1,0.0,0.319,0.32,0.764577,0.254977,1.6025,0.0,0.0,0.0,94.9
201001010130,201001010200,-9999.0,1,0.0,0.349,0.284,0.763056,0.265242,1.60116,0.0,0.0,0.0,94.4
201001010200,201001010230,-1.57277,0,0.0,0.393,0.291,0.763351,2.33612,1.60142,0.0,0.0,0.0,93.7
201001010230,201001010300,-3.19918,0,0.0,0.419,0.329,0.764957,3.96414,1.60284,0.0,0.0,0.0,93.3
201001010300,201001010330,-0.467108,0,0.0,0.432,0.347,0.765718,1.23283,1.60351,0.0,0.0,0.0,93.1
201001010330,201001010400,1.72085,0,0.0,0.473,0.249,0.761577,-0.959273,1.59985,0.0,0.0,0.0,92.4
201001010400,201001010430,-0.493782,0,0.0,0.517,0.257,0.761915,1.2557,1.60015,0.0,0.0,0.0,91.7
201001010430,201001010500,1.70865,0,0.0,0.562,0.146,0.757231,-0.951419,1.596,0.0,0.0,0.0,90.9
201001010500,201001010530,-1.07641,0,0.0,0.699,0.179,0.758623,1.83503,1.59724,0.0,0.0,0.0,88.7
201001010530,201001010600,2.46785,0,0.0,0.748,0.046,0.753016,-1.71483,1.59225,0.0,0.0,0.0,87.8
201001010600,201001010630,-0.522816,0,0.0,0.729,-0.191,0.743048,1.26586,1.58334,0.0,0.0,0.0,87.9
201001010630,201001010700,0.016391,0,0.0,0.798,-0.356,0.736127,0.719736,1.57711,0.0,0.0,0.0,86.6
201001010700,201001010730,-1.32691,0,0.0,0.627,-0.574,0.727005,2.05391,1.56885,0.0,0.0,0.0,89.3
201001010730,201001010800,-0.048617,0,0.0,0.641,-0.654,0.723664,0.772281,1.56581,0.0,0.0,0.0,89.0
201001010800,201001010830,0.448432,0,0.0,0.696,-0.607,0.725626,0.277194,1.5676,0.0,0.0,0.0,88.1
201001010830,201001010900,-0.254043,0,1.896,0.807,-0.599,0.72596,0.980004,1.5679,0.030365,8.64285,4.686,86.2
201001010900,201001010930,-0.63658,0,6.686,0.824,-0.516,0.729429,1.36601,1.57105,0.103478,88.0147,12.02,86.0
201001010930,201001011000,0.0392712,0,11.19,0.903,-0.469,0.731395,0.692124,1.57283,0.167877,175.793,20.08,84.7
201001011000,201001011030,0.519417,0,11.38,0.937,-0.416,0.733614,0.214197,1.57484,0.170507,253.418,21.14,84.2
201001011030,201001011100,0.807495,0,15.56,1.035,-0.295,0.738684,-0.068811,1.57942,0.226694,319.56,30.1,82.7
201001011100,201001011130,1.15502,0,16.62,1.005,-0.208,0.742335,-0.412685,1.5827,0.240453,373.089,32.12,83.3
201001011130,201001011200,1.67609,0,17.97,0.987,-0.208,0.742335,-0.933755,1.5827,0.257701,413.089,35.42,83.6
201001011200,201001011230,1.8225,0,25.23,1.103,-0.191,0.743048,-1.07945,1.58334,0.345494,438.874,48.18,81.7
201001011230,201001011300,0.716893,0,30.7,1.214,-0.09,0.747293,0.0304,1.58714,0.406582,450.004,57.16,80.0
201001011300,201001011330,0.512786,0,45.1,1.128,-0.026,0.749985,0.237199,1.58955,0.549729,446.289,80.4,81.5
201001011330,201001011400,2.27566,0,32.66,1.125,0.01,0.7515,-1.52416,1.5909,0.427506,427.792,60.96,81.6
201001011400,201001011430,1.47876,0,17.39,1.101,0.01,0.7515,-0.72726,1.5909,0.250328,394.829,35.09,82.0
201001011430,201001011500,1.66229,0,24.33,1.104,-0.023,0.750111,-0.912179,1.58966,0.335043,347.964,47.61,81.9
201001011500,201001011530,2.06143,0,15.52,1.177,0.041,0.752806,-1.30862,1.59206,0.226171,288.0,30.63,80.8
201001011530,201001011600,1.6241,0,8.61,1.098,-0.099,0.746914,-0.877186,1.5868,0.131479,215.962,17.43,81.9
201001011600,201001011630,1.61839,0,4.853,1.199,-0.05,0.748975,-0.869415,1.58865,0.076088,133.083,10.62,80.3
201001011630,201001011700,1.17358,0,0.128,1.284,0.014,0.751669,-0.421911,1.59105,0.002077,41.1001,2.16,79.0
201001011700,201001011730,0.961133,0,0.0,1.299,0.043,0.75289,-0.208243,1.59214,0.0,0.0,0.0,78.8
201001011730,201001011800,1.05289,0,0.0,1.561,0.084,0.754617,-0.298273,1.59368,0.0,0.0,0.0,74.6
201001011800,201001011830,4.09407,0,0.0,1.734,0.135,0.756767,-3.3373,1.59559,0.0,0.0,0.0,71.9
201001011830,201001011900,0.4985,0,0.0,1.662,0.157,0.757695,0.259195,1.59641,0.0,0.0,0.0,73.1
201001011900,201001011930,-0.571182,0,0.0,1.575,0.099,0.755249,1.32643,1.59424,0.0,0.0,0.0,74.4
201001011930,201001012000,1.81484,0,0.0,1.613,-0.104,0.746704,-1.06814,1.58662,0.0,0.0,0.0,73.4
201001012000,201001012030,0.582729,0,0.0,1.437,-0.507,0.729806,0.147077,1.57139,0.0,0.0,0.0,75.6
201001012030,201001012100,-0.06131,0,0.0,1.295,-0.817,0.716868,0.778178,1.5596,0.0,0.0,0.0,77.5
201001012100,201001012130,0.678341,0,0.0,1.164,-1.131,0.703821,0.02548,1.54758,0.0,0.0,0.0,79.3
201001012130,201001012200,-9999.0,1,0.0,1.007,-1.509,0.688192,0.062561,1.53301,0.0,0.0,0.0,81.6
201001012200,201001012230,-9999.0,1,0.0,0.973,-1.666,0.681726,0.063202,1.52692,0.0,0.0,0.0,82.0
201001012230,201001012300,-9999.0,1,0.0,0.945,-1.762,0.67778,0.010863,1.52319,0.0,0.0,0.0,82.4
201001012300,201001012330,-9999.0,1,0.0,1.027,-1.738,0.678766,0.04421,1.52413,0.0,0.0,0.0,80.9
201001012330,201001020000,-9999.0,1,0.0,0.985,-2.017,0.667327,-0.495473,1.51325,0.0,0.0,0.0,81.3
201001020000,201001020030,-9999.0,1,0.0,0.981,-1.999,0.668064,-0.126839,1.51396,0.0,0.0,0.0,81.4
