TIMESTAMP_START,TIMESTAMP_END,NEE,NEE_VUT_REF_QC,SW_IN_F,VPD_F_MDS,TA_F_MDS,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,SW_IN_POT,PPFD_IN,RH
201101010000,201101010030,0.231745,0,0.0,0.308,-0.936,0.779049,0.547304,2.23227,0.0,0.0,0.0,94.6
201101010030,201101010100,-9999.0,1,0.0,0.592,1.383,0.881839,0.742299,2.35673,0.0,0.0,-9999.0,-9999.0
201101010100,201101010130,-9999.0,1,0.0,0.297,-0.938,0.778961,1.47901,2.23216,0.0,0.0,0.0,94.8
201101010130,201101010200,0.0745517,0,0.0,0.29,-0.971,0.777517,0.702965,2.23035,0.0,0.0,0.0,94.9
201101010200,201101010230,0.253054,0,0.0,0.282,-1.108,0.771527,0.518473,2.22281,0.0,0.0,0.0,95.0
201101010230,201101010300,-1.90261,0,0.0,0.276,-1.135,0.770348,2.67296,2.22132,0.0,0.0,0.0,95.1
201101010300,201101010330,-0.897757,0,0.0,0.272,-1.331,0.761798,1.65955,2.2105,0.0,0.0,0.0,95.1
201101010330,201101010400,-0.837437,0,0.0,0.265,-1.402,0.758706,1.59614,2.20656,0.0,0.0,0.0,95.2
201101010400,201101010430,-9999.0,1,0.0,0.264,-1.411,0.758315,1.54482,2.20607,0.0,0.0,0.0,95.2
201101010430,201101010500,-9999.0,1,0.0,0.267,-1.558,0.751923,1.55173,2.19791,0.0,0.0,0.0,95.1
201101010500,201101010530,-9999.0,1,0.0,0.262,-1.523,0.753443,1.56941,2.19985,0.0,0.0,0.0,95.2
201101010530,201101010600,-9999.0,1,0.0,0.26,-1.658,0.747581,1.58255,2.19234,0.0,0.0,0.0,95.2
201101010600,201101010630,-6.26145,0,0.0,0.26,-1.66,0.747494,7.00894,2.19223,0.0,0.0,0.0,95.2
201101010630,201101010700,-6.38303,0,0.0,0.257,-1.816,0.740733,7.12376,2.18353,0.0,0.0,0.0,95.2
201101010700,201101010730,-7.15504,0,0.0,0.252,-1.756,0.743332,7.89837,2.18688,0.0,0.0,0.0,95.3
201101010730,201101010800,-5.16027,0,0.0,0.253,-1.72,0.744892,5.90516,2.18889,0.0,0.0,0.0,95.3
201101010800,201101010830,-7.80067,0,0.0,0.249,-1.675,0.746844,8.54751,2.1914,0.0,0.0,0.0,95.4
201101010830,201101010900,-7.16113,0,4.596,0.25,-1.572,0.751314,7.91244,2.19713,0.340996,8.64285,10.58,95.4
201101010900,201101010930,-2.87288,0,18.1,0.258,-1.447,0.756748,3.62963,2.20407,1.0886,88.0147,36.58,95.3
201101010930,201101011000,-2.14338,0,33.88,0.257,-1.236,0.76594,2.90932,2.21575,1.66844,175.793,67.38,95.4
201101011000,201101011030,-9999.0,1,45.32,0.261,-1.017,0.775505,2.35508,2.22782,1.97268,253.418,89.1,95.4
201101011030,201101011100,-9999.0,1,41.11,0.258,-0.877,0.781633,2.29193,2.23551,1.8693,319.56,82.5,95.5
201101011100,201101011130,-9999.0,1,49.92,0.261,-0.706,0.789131,1.99657,2.24487,2.07598,373.089,99.0,95.5
201101011130,201101011200,-9999.0,1,66.15,0.253,-0.504,0.798008,1.72705,2.25589,2.37686,413.089,128.8,95.7
201101011200,201101011230,-9999.0,1,72.8,0.256,-0.369,0.803952,1.36324,2.26323,2.47776,438.874,144.5,95.7
201101011230,201101011300,-9999.0,1,93.1,0.272,-0.141,0.81401,1.77062,2.27559,2.72902,450.004,185.4,95.5
201101011300,201101011330,-9999.0,1,105.5,0.339,0.102,0.824757,0.425389,2.28869,2.85088,446.289,212.5,94.5
201101011330,201101011400,-9999.0,1,87.2,0.443,0.298,0.833445,0.911441,2.29921,2.66348,427.792,173.7,92.9
201101011400,201101011430,-9999.0,1,63.14,0.515,0.55,0.84464,1.49781,2.31268,2.3274,394.829,128.6,91.9
201101011430,201101011500,-0.346017,0,37.4,0.486,0.445,0.839972,1.18599,2.30708,1.77024,347.964,79.7,92.3
201101011500,201101011530,-9999.0,1,21.59,0.469,0.518,0.843217,2.42485,2.31098,1.23791,288.0,48.28,92.6
201101011530,201101011600,-9999.0,1,20.53,0.472,0.587,0.846287,2.4036,2.31466,1.19405,215.962,44.54,92.6
201101011600,201101011630,-9999.0,1,4.467,0.458,0.563,0.845219,1.66163,2.31338,0.332166,133.083,12.0,92.8
201101011630,201101011700,-9999.0,1,0.0,0.397,0.44,0.83975,1.69394,2.30681,0.0,41.1001,1.151,93.7
201101011700,201101011730,-9999.0,1,0.0,0.365,0.42,0.838862,1.66252,2.30574,0.0,0.0,0.0,94.2
201101011730,201101011800,-9999.0,1,0.0,0.326,0.358,0.836108,1.6771,2.30243,0.0,0.0,0.0,94.8
201101011800,201101011830,-9999.0,1,0.0,0.303,0.434,0.839484,1.66314,2.30649,0.0,0.0,0.0,95.2
201101011830,201101011900,-9999.0,1,0.0,0.298,0.503,0.84255,1.66545,2.31018,0.0,0.0,0.0,95.3
201101011900,201101011930,-9999.0,1,0.0,0.293,0.572,0.845619,1.67521,2.31386,0.0,0.0,0.0,95.4
