TIMESTAMP_START,TIMESTAMP_END,NEE,NEE_VUT_REF_QC,SW_IN_F,VPD_F_MDS,TA_F_MDS,RECO_NT_VUT_REF,GPP_NT_VUT_REF,RECO_DT_VUT_REF,GPP_DT_VUT_REF,SW_IN_POT,PPFD_IN,TS_F_MDS_1,RH
201001010000,201001010030,-9999.0,1,0.0,0.0,8.48,1.60695,-0.219503,2.05372,0.0,0.0,-9999.0,8.657,100.0
201001010030,201001010100,-9999.0,1,0.0,0.0,8.46,1.60577,-0.220672,2.05303,0.0,0.0,-9999.0,8.68,100.0
201001010100,201001010130,-9999.0,1,0.0,0.0,8.42,1.60342,-0.223011,2.05164,0.0,0.0,-9999.0,8.7,100.0
201001010130,201001010200,-9999.0,1,0.0,0.141,7.07,1.52381,-0.14341,2.00428,0.0,0.0,-9999.0,8.7,98.6
201001010200,201001010230,1.27978,0,0.643,0.631,6.765,1.50584,0.220247,1.99341,0.062702,0.0,-9999.0,8.5,93.6
201001010230,201001010300,2.99984,0,0.254,0.724,6.458,1.48775,-1.51775,1.98239,0.024858,0.0,-9999.0,8.4,92.5
201001010300,201001010330,2.05804,0,1.45,0.86,6.313,1.47921,-0.584415,1.97716,0.140352,0.0,-9999.0,8.3,91.0
201001010330,201001010400,-0.412953,0,1.136,1.204,6.896,1.51356,1.92064,1.99809,0.110275,0.0,-9999.0,8.2,87.9
201001010400,201001010430,1.9613,0,0.0,1.774,7.25,1.53442,-0.432929,2.01067,0.0,0.0,-9999.0,8.2,82.6
201001010430,201001010500,1.25767,0,0.0,2.042,7.57,1.55329,0.289408,2.02197,0.0,0.0,-9999.0,8.1,80.4
201001010500,201001010530,0.692883,0,0.0,2.279,7.89,1.57216,0.872905,2.0332,0.0,0.0,-9999.0,8.1,78.6
201001010530,201001010600,1.75861,0,0.0,2.475,8.04,1.581,-0.184051,2.03844,0.0,0.0,-9999.0,8.1,77.0
201001010600,201001010630,1.20285,0,0.0,2.459,7.82,1.56803,0.358845,2.03075,0.0,0.0,-9999.0,8.1,76.8
201001010630,201001010700,2.23818,0,0.0,2.44,7.64,1.55741,-0.687009,2.02444,0.0,0.0,-9999.0,8.0,76.7
201001010700,201001010730,3.45591,0,0.0,2.496,7.48,1.54798,-1.91409,2.0188,0.0,0.0,-9999.0,8.0,75.9
201001010730,201001010800,2.75319,0,0.0,2.397,7.32,1.53855,-1.22073,2.01315,0.0,0.0,-9999.0,7.9,76.6
201001010800,201001010830,1.98868,0,6.326,2.442,7.22,1.53265,-0.462062,2.00961,0.58619,1.77853,-9999.0,7.9,76.0
